HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,qSteamElectrolyzerRampPos_MWth,qSteamElectrolyzerRampNeg_MWth,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,ECRS_Turbine_MW,ECRS_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,Total_ECRS_MW,EnergyPrice_LMP_USDperMWh,p_RegU_ERCOT,deploy_factor_RegU_ERCOT,loc_RegU_ERCOT,p_RegD_ERCOT,deploy_factor_RegD_ERCOT,loc_RegD_ERCOT,p_Spin_ERCOT,deploy_factor_Spin_ERCOT,loc_Spin_ERCOT,p_NSpin_ERCOT,deploy_factor_NSpin_ERCOT,loc_NSpin_ERCOT,p_ECRS_ERCOT,deploy_factor_ECRS_ERCOT,loc_ECRS_ERCOT,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
1124,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9646,15.1657,0.6562,0.0627,14.3117,0.6441,0.1077,9.7535,0.8589,-0.1596,3.8012,0.9273,-0.4459,12.4143,0.923,0.11,0.0,0.0,9866.548,0.0,-0.3251,9866.2229,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9106.2229
1125,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7835,7.9588,0.6894,0.1423,10.674,0.6435,-0.4551,7.6257,0.8826,-0.3339,16.1935,0.9236,0.0333,16.1736,0.9138,-0.1003,0.0,0.0,14357.73,0.0,-0.7137,14357.0163,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13597.0163
1126,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4805,11.8908,0.7101,0.0043,12.4655,0.6353,-0.197,4.4143,0.8714,-0.0236,4.0392,0.8888,-0.0857,9.6002,0.9311,0.4228,0.0,0.0,8162.59,0.0,0.1208,8162.7108,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7402.7108
1127,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.145,12.6067,0.7408,0.2025,11.5181,0.6179,-0.1241,10.2441,0.8848,0.0269,11.6873,0.867,-0.1424,10.5329,0.8837,-0.33,0.0,0.0,9935.1,0.0,-0.3671,9934.7329,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9174.7329
1128,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.28,9.6151,0.6981,-0.5331,6.2573,0.6659,0.0886,9.9743,0.885,0.3803,16.1788,0.9066,-0.2358,3.0,0.964,-0.0557,0.0,0.0,6946.4,0.0,-0.3557,6946.0443,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6186.0443
1129,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3267,12.7607,0.6844,-0.1936,8.9911,0.6929,-0.0096,15.0625,0.8865,0.2017,12.5197,0.8913,-0.3633,10.8739,0.949,-0.3057,0.0,0.0,7344.146,0.0,-0.6705,7343.4755,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6583.4755
1130,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2279,7.2955,0.7249,-0.0965,2.4448,0.7029,-0.0755,3.5284,0.9075,0.1339,12.2233,0.9045,0.1663,3.0,0.9328,0.1298,0.0,0.0,7306.602,0.0,0.258,7306.86,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6546.86
1131,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6095,8.0262,0.7001,-0.1199,9.3199,0.6628,-0.1173,3.8653,0.8481,-0.1347,9.7314,0.8913,0.177,11.4924,0.949,0.3101,0.0,0.0,6691.61,0.0,0.1152,6691.7252,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5931.7252
1132,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1211,8.2414,0.76,-0.1979,5.9081,0.6549,-0.048,12.0031,0.8702,0.3724,10.1068,0.8525,-0.0228,5.5328,0.9589,-0.1661,0.0,0.0,6506.018,0.0,-0.0624,6505.9556,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5745.9556
1133,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7471,10.1824,0.6947,-0.0205,5.931,0.6485,-0.0072,4.0183,0.8794,0.5107,3.0,0.8142,-0.3653,3.668,0.9287,0.155,0.0,0.0,8643.898,0.0,0.2727,8644.1707,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7884.1707
1134,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2948,2.1373,0.677,-0.0339,10.6066,0.7171,0.1786,7.6847,0.9123,-0.1479,8.169,0.8354,0.1953,10.9601,0.904,0.1641,0.0,0.0,6572.024,0.0,0.3562,6572.3802,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5812.3802
1135,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8132,6.9036,0.6666,-0.0206,4.0809,0.7166,0.0946,13.942,0.9048,-0.1748,9.1784,0.8618,0.2242,6.4029,0.9151,0.2493,0.0,0.0,5629.016,0.0,0.3727,5629.3887,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4869.3887
1136,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4514,10.9424,0.6995,0.0501,9.4121,0.6941,0.1098,12.3828,0.9159,0.3393,3.0,0.9008,0.3496,5.1599,0.9243,-0.567,0.0,0.0,8531.532,0.0,0.2818,8531.8138,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7771.8138
1137,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6572,7.7328,0.7551,0.1244,11.5728,0.7539,0.382,9.8849,0.9183,0.0463,9.75,0.8868,0.0887,8.0327,0.8455,0.0304,0.0,0.0,9749.736,0.0,0.6718,9750.4078,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8990.4078
1138,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9915,13.2774,0.753,-0.194,5.9541,0.7679,0.1209,9.3455,0.896,0.1991,7.2488,0.9331,0.1478,12.7808,0.847,0.0759,0.0,0.0,6076.77,0.0,0.3497,6077.1197,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5317.1197
1139,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7125,9.541,0.6539,-0.1306,9.6143,0.7798,0.0283,3.0,0.8874,0.4469,15.101,0.8962,-0.4258,3.0,0.8323,0.2124,0.0,0.0,10530.75,0.0,0.1312,10530.8812,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9770.8812
1140,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8274,11.1677,0.6614,0.2307,7.2674,0.8057,0.1835,17.6223,0.916,0.4793,7.8362,0.9242,0.0474,13.355,0.8627,-0.0086,0.0,0.0,11714.412,0.0,0.9323,11715.3443,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10955.3443
1141,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2534,13.891,0.6741,-0.2355,6.3863,0.8148,-0.0413,3.0,0.8865,0.1957,5.3906,0.9313,-0.1231,14.2482,0.8706,0.1436,0.0,0.0,10736.292,0.0,-0.0606,10736.2314,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9976.2314
1142,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6987,11.1931,0.693,-0.202,10.0524,0.7736,0.001,9.2604,0.8988,0.2395,10.3407,0.9019,-0.5325,11.8703,0.8567,0.0061,0.0,0.0,14705.506,0.0,-0.4879,14705.0181,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13945.0181
1143,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6669,14.504,0.6919,-0.1932,19.3292,0.7514,0.3308,7.3448,0.888,0.0999,12.6062,0.8911,-0.0233,14.8283,0.8797,0.0641,0.0,0.0,12413.422,0.0,0.2783,12413.7003,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11653.7003
1144,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0519,12.0072,0.7372,-0.05,15.6024,0.7528,0.0439,11.332,0.892,0.4604,15.5571,0.9073,-0.157,11.0965,0.8353,0.1254,0.0,0.0,13319.722,0.0,0.4227,13320.1447,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12560.1447
1145,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9073,11.8413,0.6994,0.2495,8.439,0.7447,0.1738,8.027,0.9004,0.169,9.9118,0.9218,-0.163,15.2283,0.8519,0.2242,0.0,0.0,12884.774,0.0,0.6535,12885.4275,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12125.4275
1146,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5177,7.5102,0.6651,0.131,9.7261,0.6742,0.3124,7.0495,0.8669,0.0488,5.8963,0.9547,0.4832,16.5277,0.8402,0.0508,0.0,0.0,13116.726,0.0,1.0262,13117.7522,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12357.7522
1147,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9673,12.5145,0.6525,-0.2182,7.9051,0.6332,0.4495,5.9234,0.9186,0.2977,12.7417,0.977,-0.2978,8.6419,0.8133,-0.2716,0.0,0.0,10627.574,0.0,-0.0404,10627.5336,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9867.5336
1148,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6671,6.8809,0.7498,0.4533,4.7313,0.6473,-0.4455,22.7515,0.926,-0.4251,3.8242,0.9922,-0.1673,10.1878,0.8336,-0.2444,0.0,0.0,9373.498,0.0,-0.829,9372.669,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8612.669
1149,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7767,10.1074,0.7327,-0.1739,8.3779,0.6005,-0.4157,10.5251,0.916,-0.2312,3.0,0.9491,-0.0376,9.6444,0.8289,-0.6942,0.0,0.0,14355.146,0.0,-1.5526,14353.5934,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13593.5934
1150,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1654,12.2524,0.7637,-0.4053,6.9729,0.579,-0.2814,9.4501,0.8975,-0.0665,7.1711,0.908,-0.0945,10.8879,0.8509,0.0186,0.0,0.0,8802.852,0.0,-0.8291,8802.0229,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8042.0229
1151,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.863,6.8792,0.7872,0.456,2.0,0.5897,-0.4329,11.4764,0.9387,-0.4009,11.8711,0.8857,-0.4238,5.3515,0.9191,0.0132,0.0,0.0,7547.94,0.0,-0.7884,7547.1516,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6787.1516
1152,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4727,7.7643,0.7106,-0.2092,5.7693,0.6167,0.865,6.719,1.0,-0.2925,6.8174,0.8833,0.1335,10.1113,0.8988,-0.0319,0.0,0.0,4359.626,0.0,0.4649,4360.0909,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3600.0909
1153,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.641,7.3345,0.7063,-0.0277,9.6073,0.6556,0.2849,3.0,0.9488,-0.0352,9.3123,0.8655,-0.1463,7.3083,0.9093,0.3319,0.0,0.0,6323.58,0.0,0.4076,6323.9876,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5563.9876
1154,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1572,6.6166,0.7423,-0.0335,12.4356,0.6955,-0.1346,9.9387,0.9339,-0.26,5.8794,0.8508,0.415,10.6157,0.9133,-0.043,0.0,0.0,4239.736,0.0,-0.0561,4239.6799,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3479.6799
1155,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4014,8.2118,0.8283,0.1454,10.2142,0.7063,0.0316,8.3216,0.9286,-0.0537,12.2795,0.8384,-0.4435,10.1324,0.907,-0.0749,0.0,0.0,9272.532,0.0,-0.3951,9272.1369,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8512.1369
1156,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2494,4.9289,0.8357,-0.4592,5.3026,0.7377,-0.2028,5.087,0.9178,-0.0387,14.9335,0.883,-0.1597,5.7054,0.865,0.192,0.0,0.0,7694.772,0.0,-0.6684,7694.1036,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6934.1036
1157,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4267,8.3494,0.7941,-0.0752,3.7059,0.7041,-0.3051,3.0,0.9281,0.2919,3.0,0.8998,-0.1874,12.7544,0.8655,0.1774,0.0,0.0,4342.146,0.0,-0.0984,4342.0476,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3582.0476
1158,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4783,10.8741,0.8219,-0.0917,8.7023,0.6699,-0.5566,8.8471,0.903,-0.2983,10.9788,0.8993,0.307,8.6477,0.926,-0.1123,0.0,0.0,10061.754,0.0,-0.7519,10061.0021,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9301.0021
1159,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1319,6.4238,0.7804,0.3534,8.2694,0.6704,-0.4484,17.1639,0.9149,0.0092,6.7019,0.8616,0.2712,10.2848,0.8855,0.4123,0.0,0.0,8030.122,0.0,0.5977,8030.7197,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7270.7197
1160,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1961,6.1025,0.7248,-0.1359,7.0499,0.699,0.1955,6.2604,0.892,-0.023,3.0,0.9014,-0.1578,3.6104,0.8973,-0.1023,0.0,0.0,6154.518,0.0,-0.2235,6154.2945,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5394.2945
1161,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4022,8.8493,0.7426,-0.0802,9.5816,0.7264,-0.1421,3.0,0.8806,0.1733,3.0,0.8646,-0.2682,3.0,0.9344,-0.0318,0.0,0.0,2812.836,0.0,-0.349,2812.487,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2052.487
1162,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7737,9.2747,0.6848,0.19,11.3512,0.7618,-0.2331,10.109,0.8651,-0.2887,10.0135,0.8944,-0.0116,17.372,0.9366,0.3226,0.0,0.0,12834.006,0.0,-0.0208,12833.9852,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12073.9852
1163,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9673,7.9729,0.6683,0.1279,9.1221,0.7663,0.4612,14.088,0.8808,0.0324,9.4636,0.8828,0.0713,6.7735,0.9225,-0.1064,0.0,0.0,6827.574,0.0,0.5864,6828.1604,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6068.1604
1164,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2843,5.2479,0.7249,-0.181,8.8847,0.8166,0.0987,10.9455,0.9203,0.3412,13.3773,0.8519,0.1347,3.4594,0.9583,-0.075,0.0,0.0,7328.034,0.0,0.3186,7328.3526,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6568.3526
1165,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.044,10.0662,0.7431,0.1071,8.1877,0.8166,0.3084,7.48,0.8887,0.1253,16.2672,0.8574,-0.1135,17.7141,0.9336,-0.1872,0.0,0.0,13316.72,0.0,0.2401,13316.9601,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12556.9601
1166,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2089,9.0028,0.7047,-0.1843,6.6852,0.7885,-0.1717,5.8379,0.8794,0.079,13.37,0.839,-0.151,17.6665,0.9448,0.2669,0.0,0.0,16799.382,0.0,-0.1611,16799.2209,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16039.2209
1167,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5287,9.2644,0.7084,0.2008,10.6808,0.8019,0.2767,21.5229,0.8612,-0.3918,6.7287,0.8527,0.0991,3.0,0.8997,0.1076,0.0,0.0,15400.906,0.0,0.2924,15401.1984,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14641.1984
