,RegAwarded,RegAwarded,RegAwarded,RegAwarded,RegAwarded,RegAwarded,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SuppAwarded,SuppAwarded,SuppAwarded,SuppAwarded,SuppAwarded,SuppAwarded,STRAwarded,STRAwarded,STRAwarded,STRAwarded,STRAwarded,STRAwarded
,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol
Unit Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5647,7.968113844669562,0.40544218028038354,8.0,0.1,9.4,16517.9,6.943634686346863,5.0330685470399334,4.0,4.0,18.8,37634.5,2.605442804428044,4.8985683089683025,0.0,0.0,14.8,14121.5,4.338191881918819,1.5343212751301447,4.0,4.0,16.0,23513.0,,,,,,,16.663600660808186,18.64943546168878,4.0,1.4,67.9,80618.49999699
A5648,1.997475345167653,0.14861082886727714,2.0,0.3,3.8,5063.6,1.6586200483541007,1.2199759524457459,1.0,1.0,7.4,8918.4,0.6132415845266878,1.2035767317676707,0.0,0.0,6.4,3297.4,1.045378463827413,0.24735492637720233,1.0,1.0,4.0,5621.0,,,,,,,3.206444541845682,3.6334915143908497,1.0,0.7,18.1,14627.7999999
A5673,20.157386363636363,10.457541474997782,20.55,0.4,39.0,3547.7,32.675,29.15445935015774,25.55,5.6,74.0,130.7,32.675,29.15445935015774,25.55,5.6,74.0,130.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,23.197260252054793,12.660557431297995,22.6,0.4,74.0,1693.3999984
A5674,12.980701754385965,9.498922875061602,11.5,0.2,39.0,1479.8,50.416666666666664,25.56414807238189,54.95,12.9,74.0,302.5,50.416666666666664,25.56414807238189,54.95,12.9,74.0,302.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16.469230759615385,19.036719294944437,9.95,0.2,74.0,856.3999995
A5707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.54483752897434,66.40031572328057,139.8,0.2,225.0,898237.2995445
A5725,,,,,,,10.692109144542773,5.168875456209566,9.5,0.1,30.0,14498.5,10.692109144542773,5.168875456209566,9.5,0.1,30.0,14498.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,28.689992585791718,31.711789760961157,9.5,0.4,90.0,155098.09991879002
A5726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.820103796520076,6.649973917180496,2.2,0.1,21.0,21307.39999906
A5727,,,,,,,10.087974683544303,4.022622302612107,9.5,0.3,30.0,7969.5,10.087974683544303,4.022622302612107,9.5,0.3,30.0,7969.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,25.338102510915583,29.025593747216096,9.5,2.1,90.0,99350.6999453
A5728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.676496294679841,7.36405982811193,2.2,0.5,21.0,35138.3999989
A5739,,,,,,,10.34268292682927,3.364540035545327,12.0,0.1,12.0,5088.6,10.34268292682927,3.364540035545327,12.0,0.1,12.0,5088.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,29.14663286443881,10.610518620454561,36.0,0.5,36.0,80502.99997158
A5743,13.918642117376296,3.0003756475671515,15.0,0.1,15.0,36285.9,21.53422562141491,10.177170708260858,28.5,0.1,30.0,33787.2,21.53422562141491,10.177170708260858,28.5,0.1,30.0,33787.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27.54593553020202,16.43544672579151,26.1999999,0.2,75.0,57267.99996729
A5842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,3.0,3.0,48.0
A5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,0.0,2.8,2.8,2.8,47.599999999999994
A5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.973822765997404,0.591011192128449,20.0,1.2,20.0,107738.79999979
A5848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.616473701617599,1.783201599643949,12.0,0.4,12.0,35116.59999999
A5869,32.253191489361704,15.330558443894505,27.5,2.1,50.0,1515.9,36.5753223495702,24.147083857055556,24.9,0.1,100.0,102118.3,36.5753223495702,24.147083857055556,24.9,0.1,100.0,102118.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,36.65873965414104,25.704515646231254,24.8999999,0.1,153.0,97732.19991794
A5870,28.61052631578947,14.145414252007688,26.5,6.5,50.0,1630.8,40.63673300165838,26.21091861115332,25.0,0.2,100.0,98015.8,40.63673300165838,26.21091861115332,25.0,0.2,100.0,98015.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,41.30987969023196,28.36735182439276,25.0,0.3,151.0,96169.39991886
A5873,,,,,,,9.45514705882353,1.743192128677184,10.0,0.4,10.0,2571.8,9.45514705882353,1.743192128677184,10.0,0.4,10.0,2571.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,24.309009005855852,8.924054125173452,30.0,0.6,30.0,5396.5999993
A5921,,,,,,,,,,,,,,,,,,,,,,,,,4.487773722627738,0.22123221163314793,4.5,4.3,4.9,39348.8,4.587179487179488,0.26275813090678085,4.5,4.3,4.9,178.9
A5922,,,,,,,,,,,,,,,,,,,,,,,,,4.354267161410019,0.04982046912828349,4.4,4.3,4.4,37551.200000000004,4.3,0.4355797627642152,4.4,1.7,4.4,163.4
A5923,,,,,,,,,,,,,,,,,,,,,,,,,4.8569573283859,0.13602197787198145,4.8,4.7,5.0,41886.4,4.8297297297297295,0.11987230443004458,4.8,4.7,5.0,178.7
A5924,,,,,,,,,,,,,,,,,,,,,,,,,4.255018248175182,0.04975037158712565,4.3,4.2,4.3,37308.0,4.27027027027027,0.04633731916228158,4.3,4.2,4.3,158.0
A5925,,,,,,,,,,,,,,,,,,,,,,,,,6.471335807050093,0.2491023456414242,6.7,6.2,6.7,55808.8,6.561111111111112,0.2271283812897486,6.7,6.2,6.7,236.20000000000002
A5926,,,,,,,,,,,,,,,,,,,,,,,,,6.82007299270073,0.19900148634850456,7.0,6.6,7.0,59798.4,6.8810810810810805,0.1853492766491265,7.0,6.6,7.0,254.6
A5927,,,,,,,,,,,,,,,,,,,,,,,,,4.710036496350365,0.09950074317425658,4.8,4.6,4.8,41297.6,4.744444444444444,0.0908513525158995,4.8,4.6,4.8,170.79999999999998
A5928,,,,,,,,,,,,,,,,,,,,,,,,,3.8442518248175186,0.48393258671567363,4.0,2.7,4.1,33706.4,3.488888888888889,0.6772962119561559,4.0,2.7,4.1,125.6
A5929,,,,,,,,,,,,,,,,,,,,,,,,,3.5542671614100185,0.04982046912828568,3.6,3.5,3.6,30652.0,3.57027027027027,0.04633731916228203,3.6,3.5,3.6,132.1
A5930,,,,,,,,,,,,,,,,,,,,,,,,,3.7120036513007757,1.3201403042484519,3.6,1.0,5.7,32532.0,3.8473684210526313,1.813125842311255,3.6,1.0,5.7,146.2
A5935,23.68522167487685,4.500395409253259,25.0,0.1,25.0,9616.2,45.09634674922601,12.20505584307088,50.0,0.1,50.0,72830.6,45.09634674922601,12.20505584307088,50.0,0.1,50.0,72830.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,119.74649679784596,47.61909152971673,150.0,0.1,150.0,206802.19996988
A5954,,,,,,,,,,,,,,,,,,,,,,,,,3.301251564455569,0.9827623576002609,3.8,0.1,4.0,5275.4,,,,,,
A5962,15.4625,7.928598777301608,16.55,5.0,28.0,123.7,44.876666666666665,20.199994594286295,54.9,2.3,63.0,1346.3,44.876666666666665,20.199994594286295,54.9,2.3,63.0,1346.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,110.98124994553572,64.86545261727035,115.0,2.3,228.0,12429.8999939
A5992,26.931918819188194,17.58615748091351,23.5,0.2,50.0,14597.1,61.240340909090904,37.36758148117691,69.6,0.3,100.0,21556.6,61.240340909090904,37.36758148117691,69.6,0.3,100.0,21556.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,57.63251528312884,40.17952460985281,50.0,0.8,128.0,18788.1999823
A5993,26.757659574468086,17.341825367898455,24.2,0.1,50.0,12576.1,62.1342019543974,36.34880723198272,65.9,0.2,100.0,19075.2,62.1342019543974,36.34880723198272,65.9,0.2,100.0,19075.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,58.3585283735117,40.84411455769964,50.1,0.2,125.0,17449.19998368
A5995,4.968484848484849,0.320790459791801,5.0,0.3,5.0,19675.2,9.829393579072532,1.0053386222520666,10.0,0.2,10.0,41332.6,9.829393579072532,1.0053386222520666,10.0,0.2,10.0,41332.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27.765771181476612,5.997378600639163,30.0,0.3,30.0,147797.199999
A5997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.433333266666667,5.1539628277666125,11.1999999,6.4,16.6999999,34.2999998
A5998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6000000000000005,4.167733196834942,4.5,3.9,11.4,19.8
A6004,20.730434782608697,7.708226702250046,17.5,15.0,35.0,476.8,,,,,,,,,,,,,,,,,,,35.95034726772376,11.028448477895033,45.0,1.4,45.0,274337.1,43.85952310771268,14.395406082797194,53.0,0.6,53.0,148990.7999969
A6022,,,,,,,18.683832976445398,2.8849437066817663,20.0,0.3,20.0,17450.7,18.683832976445398,2.8849437066817663,20.0,0.3,20.0,17450.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,24.468900804155496,8.758566161612679,20.0,1.8,36.0,18253.7999999
A6035,,,,,,,,,,,,,,,,,,,,,,,,,20.3504776119403,4.760132730478309,19.7,0.1,27.5,68174.1,20.84078427972549,3.125398027728465,20.8999999,0.6,27.3,69087.19988729
A6049,9.812637362637362,1.1531387243048208,10.0,0.1,10.0,1785.9,19.693578610603293,2.03817450866255,20.0,0.1,20.0,86179.1,19.693578610603293,2.03817450866255,20.0,0.1,20.0,86179.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,46.898851054501776,9.547125113945475,50.0,0.1,60.0,224504.7999979
A6355,,,,,,,,,,,,,,,,,,,,,,,,,12.672509702457956,4.316120280974694,15.8,0.2,15.8,19591.7,,,,,,
A6362,10.799999999999999,0.8246211251235323,11.0,7.6,11.0,183.6,21.471874999999997,2.47765075556474,22.0,1.8,22.0,6183.9,21.471874999999997,2.47765075556474,22.0,1.8,22.0,6183.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,59.67898304979661,14.550579120128862,66.0,2.5,66.0,17605.29999969
A6363,,,,,,,,,,,,,,,,,,,,,,,,,55.248848603625675,13.005285529825791,60.0,13.0,68.0,338288.7,58.86512389094307,18.05983108700897,64.5999999,0.3,73.2999999,303979.49977283
A6364,,,,,,,,,,,,,,,,,,,,,,,,,43.09566035516877,22.965236504953108,58.0,12.6,68.0,366442.4,62.740416696735494,18.67226183122924,69.2999999,0.1,77.2999999,334218.19974351
A6365,,,,,,,,,,,,,,,,,,,,,,,,,30.760401135960244,15.492131831231989,20.0,6.0,63.3,173304.1,47.83027544141437,15.946692721914028,48.7999999,0.2,64.5,168410.39982922
A6370,32.53497854077253,3.076138788136246,33.0,1.3,33.0,60645.2,61.62,13.626694224317987,66.0,0.1,66.0,98283.9,61.62,13.626694224317987,66.0,0.1,66.0,98283.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,157.16678893697858,59.407227540842904,198.0,1.1,198.0,256967.69991196
A6371,19.40119680851064,1.0722526656243743,19.5,0.8,19.5,29179.4,35.71969006381039,9.050834472488022,39.0,0.3,39.0,39184.5,35.71969006381039,9.050834472488022,39.0,0.3,39.0,39184.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,94.48804839878972,34.84152107289375,117.0,0.5,117.0,124913.1999832
A6373,,,,,,,,,,,,,,,,,,,,,,,,,17.05864037363778,1.1932454765217348,18.0,11.5,18.0,131488.0,16.733198376427126,4.993084010613577,18.0,0.1,20.0,82661.99997955
A6377,24.4875,11.757260168366892,32.0,0.4,32.0,391.8,57.67150997150998,15.470107128608207,64.0,0.9,64.0,20242.7,57.67150997150998,15.470107128608207,64.0,0.9,64.0,20242.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,167.19417473915857,49.515482239595194,192.0,2.4,192.0,103325.9999888
A6389,17.953582554517133,0.6427524181372124,18.0,4.0,18.0,11526.2,33.779895104895104,7.326242779483489,36.0,0.1,36.0,19322.1,33.779895104895104,7.326242779483489,36.0,0.1,36.0,19322.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,95.30261437058823,26.690314538667945,108.0,2.6,108.0,58325.1999948
A6390,,,,,,,,,,,,,,,,,,,,,,,,,65.2,0.0,65.2,65.2,65.2,457508.4,75.58861889535594,22.82345127430602,84.2999999,0.1,92.0,354661.79985701
A6391,7.566666666666666,7.100938905055678,7.7,0.4,14.6,22.7,,,,,,,,,,,,,,,,,,,11.08302480338778,0.32136122550774304,11.1,5.0,11.1,91601.2,33.56376223124255,9.814780379546407,36.2999999,0.2,42.0,174497.99984023
A6392,,,,,,,,,,,,,,,,,,,,,,,,,17.89436303474356,9.739785324517277,12.2,3.0,34.7,151422.1,33.372475816842204,9.978698326866178,36.0,0.2,42.0,176173.29983711
A6395,12.95598543468366,0.556258395296509,13.0,2.1,13.0,28464.3,24.45684830633284,5.337521341391223,26.0,0.2,26.0,49818.6,24.45684830633284,5.337521341391223,26.0,0.2,26.0,49818.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,67.662579434243,20.573627968889234,78.0,1.4,78.0,180997.3999866
A6396,,,,,,,,,,,,,,,,,,,,,,,,,29.93716067921913,0.8887918476317906,30.0,15.0,30.0,259166.0,53.75984761475845,15.663477568185332,59.8999999,0.1,68.5,289335.49986263
A6398,,,,,,,,,,,,,,,,,,,,,,,,,14.750241021932997,0.3779451489435878,15.0,13.4,15.0,122397.5,13.77850609546003,4.037381606164479,15.0,0.1,17.1999999,70835.29983676001
A6399,,,,,,,,,,,,,,,,,,,,,,,,,14.755317863185883,0.37813934558926554,15.0,13.4,15.0,122085.5,13.754642423972296,4.078665226928991,15.0,0.1,17.1999999,73477.29982886
A6400,,,,,,,,,,,,,,,,,,,,,,,,,14.755831762488219,0.37551289739363897,15.0,13.4,15.0,125247.5,13.783732388895857,4.045882232104046,15.0,0.1,17.1999999,72529.99983037
A6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.776265670036162,4.053928525201697,15.0,0.1,17.1999999,72380.49983037
A6402,,,,,,,,,,,,,,,,,,,,,,,,,13.442469037155414,0.5180732798443144,13.5,9.5,16.0,100939.5,15.632589861948897,4.630704871620916,18.0,0.1,18.0,72191.29998248
A6403,,,,,,,,,,,,,,,,,,,,,,,,,29.912742382271468,0.9143155368677547,30.0,15.0,30.0,259164.0,51.02424070474445,15.595578662003106,55.2,0.1,65.0,275530.89980562
A6404,,,,,,,,,,,,,,,,,,,,,,,,,29.958544449562414,0.7875189591390125,30.0,15.0,30.0,260160.0,51.11382876687557,15.478466176022556,55.2,0.1,65.0,276474.69980003
A6405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76063975354858,4.050088134439105,15.0,0.1,17.5,69257.29987961
A6406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.743342927248559,4.029210867378534,15.0,0.1,17.5,66682.69988301
A6408,,,,,,,,,,,,,,,,,,,,,,,,,13.738773415447781,0.808347209793615,14.0,8.0,14.0,107080.0,13.796955356673525,4.07314842081919,16.0,0.1,16.0,67066.99998879
A6439,5.0,0.0,5.0,5.0,5.0,275.0,9.843548387096773,1.2319012319018474,10.0,0.3,10.0,610.3,9.843548387096773,1.2319012319018474,10.0,0.3,10.0,610.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,25.017857142857142,6.884742211925972,29.0,5.0,30.0,1401.0
A6442,7.018857979502196,2.128230033939898,8.0,0.1,8.0,23969.4,15.466494845360824,2.282499705246076,16.0,0.6,16.0,9001.5,15.466494845360824,2.282499705246076,16.0,0.6,16.0,9001.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,36.57648936138298,18.32436673379933,48.0,0.1,48.0,103145.6999991
A6458,4.839393939393939,3.7451584908001054,5.0,1.0,20.0,159.7,,,,,,,,,,,,,,,,,,,,,,,,,3.684615376923077,6.816871952331743,2.0,1.0,26.1999999,47.899999900000005
A6459,0.5,0.0,0.5,0.5,0.5,171.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.9208459214501508,0.37028311503330746,3.0,0.5,3.0,966.8
A6460,,,,,,,24.993756845564075,11.63590812571624,30.9,0.1,35.0,22819.3,24.993756845564075,11.63590812571624,30.9,0.1,35.0,22819.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,33.67413585312276,25.22799919618509,30.3,0.1,105.0,28252.59998077
A6461,,,,,,,25.794747474747474,11.434068825922997,34.3,0.1,35.0,25536.8,25.794747474747474,11.434068825922997,34.3,0.1,35.0,25536.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,36.07704915493989,26.571494279728036,32.8999999,0.1,105.0,33010.49997677
A6601,18.49782135076253,8.84215758181448,25.0,0.1,25.0,8490.5,45.18803792851933,12.380483340859715,50.0,0.2,50.0,61952.8,45.18803792851933,12.380483340859715,50.0,0.2,50.0,61952.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,107.33857586298122,51.67355810222161,148.6999995,0.1,150.0,137178.69995289
A6616,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,10.0,10.0,10.0,250.0,25.74121521829429,7.537030911423662,30.0,0.5,30.0,35162.49998819
A6617,,,,,,,,,,,,,,,,,,,,,,,,,4.8130434782608695,0.8966119804454215,5.0,0.7,5.0,110.7,13.748797861335708,3.1245970690655698,15.0,0.6,15.0,15439.89999828
A6618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.454166666363637,1.7163080016082692,9.0,0.1,9.0,4463.79999984
A6619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27311411992263,1.9034731038568513,9.0,0.2,9.0,4277.2
A6662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,0.0,13.4,13.4,13.4,3457.2000000000003
A6664,,,,,,,22.441552511415523,4.125036486992437,24.0,0.8,24.0,4914.7,22.441552511415523,4.125036486992437,24.0,0.8,24.0,4914.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,63.491671799784086,19.14086205504021,72.0,0.1,72.0,205839.9999749
A6665,,,,,,,12.45528846153846,4.03107145985476,15.0,1.2,15.0,2590.7,12.45528846153846,4.03107145985476,15.0,1.2,15.0,2590.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,34.54993340904794,16.595680539244455,45.0,0.2,93.0,51893.99998039
A6667,,,,,,,67.49367088607595,19.3940140234449,77.0,3.7,77.0,5332.0,67.49367088607595,19.3940140234449,77.0,3.7,77.0,5332.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,200.09929327326265,62.875183714330575,231.0,0.1,231.0,169884.299989
A6680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.499088649544325,2.2239732867686666,12.0,0.1,12.0,41638.2
A6685,,,,,,,20.984615384615385,7.876951374575759,24.5,0.3,29.0,2182.4,20.984615384615385,7.876951374575759,24.5,0.3,29.0,2182.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,35.979734872723384,17.12497312800346,24.8999999,2.1,87.0,84156.5998673
A6686,,,,,,,14.4296875,11.4035797624096,8.8,1.4,28.0,1847.0,14.4296875,11.4035797624096,8.8,1.4,28.0,1847.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,20.25370262498278,24.385316194248684,6.8,0.1,84.0,70563.89994544
A6687,41.5,0.0,41.5,41.5,41.5,539.5,70.3,31.108519733346363,83.0,6.8,83.0,421.8,70.3,31.108519733346363,83.0,6.8,83.0,421.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,194.45076136802032,67.73437740958083,249.0,4.4,249.0,38306.7999895
A6688,40.013333333333335,5.882805648570294,43.5,30.0,43.5,1200.4,83.024,16.59039079306653,87.0,5.2,87.0,2075.6,83.024,16.59039079306653,87.0,5.2,87.0,2075.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,251.61410785892116,29.597444499185237,261.0,156.099999,261.0,60638.999994
A6689,53.46741854636591,17.617956837225723,64.0,0.1,64.0,21333.5,80.8755,44.858254140936694,85.25,0.2,128.0,16175.1,80.8755,44.858254140936694,85.25,0.2,128.0,16175.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,80.43779521216535,40.094955299879715,69.55000000000001,0.2,128.0,20431.19998389
A6690,52.51288515406162,18.950761207940136,64.0,0.5,64.0,18747.1,86.3085889570552,41.08328247126745,90.5,1.6,128.0,14068.3,86.3085889570552,41.08328247126745,90.5,1.6,128.0,14068.3,0.0,0.0,0.0,0.0,0.0,0.0,32.8,,32.8,32.8,32.8,32.8,87.18807944834437,40.789707718873736,93.39999995,0.5,128.0,26330.7999934
A6691,45.11666666666667,22.704484532492227,60.25,1.8,64.0,1894.9,94.32820512820513,42.90521345280197,124.0,2.4,128.0,3678.8,94.32820512820513,42.90521345280197,124.0,2.4,128.0,3678.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100.56354158854167,34.458292450079796,125.2,4.7,128.0,9654.0999925
A6692,51.48190476190476,18.687995300054254,64.0,0.1,64.0,16216.8,87.22150537634408,42.100916981635514,98.69999999999999,1.4,128.0,16223.2,87.22150537634408,42.100916981635514,98.69999999999999,1.4,128.0,16223.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,84.89806291670702,34.85968329161995,66.9,1.0,128.0,35062.8999846
A6693,48.4537688442211,21.253355304624687,61.5,0.1,61.5,19284.6,78.29753086419754,41.82865811651426,83.75,0.8,123.0,12684.2,78.29753086419754,41.82865811651426,83.75,0.8,123.0,12684.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,78.67611544041995,33.61797028016324,61.5,0.5,123.0,29975.5999828
A6694,53.960988074957406,17.15269989528792,64.0,0.1,64.0,31675.1,79.36678966789668,43.051177172661525,79.6,0.2,128.0,21508.4,79.36678966789668,43.051177172661525,79.6,0.2,128.0,21508.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,80.89576135682888,31.704471591038644,64.0,0.5,128.0,51530.5999843
A6723,28.503482587064674,10.813835481037488,30.0,0.1,41.0,5729.2,,,,,,,,,,,,,,,,,,,,,,,,,27.802325576744188,12.529954483455935,35.0,0.1,41.0,2390.9999996
A6725,32.883529411764705,7.6536148797996955,35.5,3.9,40.0,2795.1,,,,,,,,,,,,,,,,,,,,,,,,,33.41282051153846,7.606667597771293,35.75,3.9,40.0,2606.1999999
A6861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.97714285412698,11.257916549125968,38.0,0.8,42.0,21405.5999981
A6862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.84657534107876,12.602023658036945,38.0,0.3,42.0,19182.39999919
A6865,18.16940114848236,4.639015723454893,20.0,0.3,20.0,22148.5,32.87424892703863,11.656437006184504,40.0,0.9,40.0,7659.7,32.87424892703863,11.656437006184504,40.0,0.9,40.0,7659.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,93.08259636370003,39.42208671967436,120.0,0.7,120.0,263144.49992018
A6885,,,,,,,13.383076923076922,2.496327176850409,14.0,0.2,14.0,1739.8,13.383076923076922,2.496327176850409,14.0,0.2,14.0,1739.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,39.154661014194915,8.178687773526118,42.0,0.9,42.0,18480.9999987
A6972,4.842122186495177,0.7947777115827744,5.0,0.1,5.2,1505.9,9.505,1.8679779679253063,10.0,0.5,10.5,3611.9,9.505,1.8679779679253063,10.0,0.5,10.5,3611.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27.113339466329347,6.478407014019709,30.0,1.0,31.5,29472.1999999
A6973,4.827027027027027,0.8096017829054099,5.0,1.0,5.2,714.4,9.775423728813559,1.261504433884853,10.0,0.4,10.3,2307.0,9.775423728813559,1.261504433884853,10.0,0.4,10.3,2307.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,28.003220338644066,6.216742262126802,30.0,0.3,31.0,16521.8999998
A6978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1789999959,3.1931522396977376,20.0,1.4,20.0,1917.89999959
A6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.54166648333333,37.784399096512644,49.0,15.0,117.2,678.4999978
A7043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.78641974814815,7.807956728858015,20.0,1.5,30.0,1683.6999996
A7074,20.534134615384616,9.464673102049066,20.0,2.5,30.0,4271.1,41.5969696969697,23.740899372818692,60.0,0.6,60.0,1372.7,41.5969696969697,23.740899372818692,60.0,0.6,60.0,1372.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,86.85769228076923,58.91423591021344,85.7999999,0.6,180.0,4516.5999986
A7077,,,,,,,24.902173913043477,8.031783782239016,30.0,2.7,30.0,1145.5,24.902173913043477,8.031783782239016,30.0,2.7,30.0,1145.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,66.50754716792453,30.804150876063137,90.0,7.4,90.0,3524.8999999
A7129,1.4727272727272727,0.4221158824088691,1.6,0.2,1.6,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7130,1.4600000000000002,0.4427188724235731,1.6,0.2,1.6,14.600000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7159,,,,,,,6.0,0.0,6.0,6.0,6.0,3708.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,3708.0,,,,,,,6.0,0.0,6.0,6.0,6.0,3324.0
A7160,,,,,,,6.0,0.0,6.0,6.0,6.0,7392.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,7392.0,6.0,0.0,6.0,6.0,6.0,1002.0,5.917157275021026,0.5754883679166619,6.0,0.1,6.0,7035.5
A7162,,,,,,,13.99514338575393,0.1303166072179802,14.0,10.5,14.0,30257.5,0.0,0.0,0.0,0.0,0.0,0.0,13.99514338575393,0.1303166072179802,14.0,10.5,14.0,30257.5,14.0,0.0,14.0,14.0,14.0,16002.0,13.717090163557378,1.572899504471477,14.0,0.1,14.0,33469.69999908
A7163,,,,,,,10.996335078534031,0.1012562183931683,11.0,8.2,11.0,25203.6,0.0,0.0,0.0,0.0,0.0,0.0,10.996335078534031,0.1012562183931683,11.0,8.2,11.0,25203.6,11.0,0.0,11.0,11.0,11.0,11385.0,10.799356136551307,1.1812237047388163,11.0,0.1,11.0,26836.39999933
A7165,,,,,,,4.0,0.0,4.0,4.0,4.0,6252.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,6252.0,4.0,0.0,4.0,4.0,4.0,1888.0,3.886427267194157,0.5408903023336669,4.0,0.1,4.0,6385.4
