,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal
,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol
Unit Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4077,225.015625,23.53105129822315,230.0,55.0,230.0,1972937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383257299270073,0.1818570702925265,0.5,0.1,0.5,3360.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4078,78.70894160583941,5.42818371039158,78.0,70.0,92.0,690120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,4384.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A4079,77.62557025547446,4.706823326553598,77.0,70.0,90.0,680621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,2192.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A4083,84.78900547445255,7.59900742835353,90.0,43.0,90.0,743430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666058394160584,0.18859405794706768,0.5,0.1,0.5,3214.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4084,262.06078923357666,18.758114017392607,270.0,125.0,270.0,2297749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13179744525547446,0.10820922339895228,0.1,0.1,0.5,1155.6000000000001,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4086,77.96076642335767,6.736231229993819,79.0,50.0,85.0,683560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24,0.0,5.24,5.24,5.24,45944.32,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,2091.12
A4087,77.67883211678833,6.494117256531903,79.0,50.0,85.0,681088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24,0.0,5.24,5.24,5.24,45944.32,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,2091.12
A4092,7.788866160140269,2.253738725687925,8.0,3.0,11.0,53307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4094,81.66605839416059,2.253831357101957,82.0,72.0,84.0,716048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4095,80.31352645985402,2.1156026522406357,80.0,72.0,84.0,704189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4096,81.77360857664233,2.2077461704781576,82.0,72.0,84.0,716991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4097,80.12773722627738,1.3368002186266923,80.0,72.0,82.0,702560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4100,111.40841697080292,14.501961411325905,115.0,35.0,125.0,976829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4101,111.37328923357664,13.087143430948428,115.0,35.0,125.0,976521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4103,200.68293795620437,19.258723571845856,200.0,125.0,320.0,1759588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4104,302.3694114963504,32.71200600118871,310.0,150.0,370.0,2651175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4105,20.625798357664234,3.357135654858316,23.0,15.0,23.0,180847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4106,4.6256472738349075,0.9851788954641516,5.0,2.0,5.0,30372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A4116,81.72815921532846,5.715163239216209,81.5,69.0,96.0,716592.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666514598540146,0.00471485144867669,0.02,0.01,0.02,146.12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4117,81.57772582116789,5.726288684476729,81.0,65.0,96.0,715273.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666514598540146,0.00471485144867669,0.02,0.01,0.02,146.12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4118,81.63851505474453,5.696203537449266,81.0,65.0,96.0,715806.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666514598540146,0.00471485144867669,0.02,0.01,0.02,146.12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4119,81.4153170620438,5.725677057870485,80.0,65.0,96.0,713849.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666514598540146,0.00471485144867669,0.02,0.01,0.02,146.12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4120,16.56934306569343,3.2542860177890702,19.0,7.0,19.0,145280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4121,16.56934306569343,3.2542860177890702,19.0,7.0,19.0,145280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4122,15.569343065693431,3.254286017789079,18.0,6.0,18.0,136512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4123,17.56934306569343,3.2542860177890733,20.0,8.0,20.0,154048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4144,340.21224908759126,66.89772476132566,380.0,175.0,450.0,2982981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4154,3.634466521189847,2.0338098641228712,4.5,0.1,6.5,31645.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,100.0,0.0,100.0,100.0,100.0,871300.0
A4155,3.211622832203974,2.135261907779741,4.0,0.1,6.0,27963.600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,100.0,0.0,100.0,100.0,100.0,871300.0
A4156,39.211826945685395,8.209183643075914,42.0,16.0,46.4,333535.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4157,31.858847248576847,10.25970476807372,36.9,11.0,46.3,268633.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4158,78.59936856875585,4.95975849942509,79.0,55.0,89.6,672181.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4173,94.03866751001476,5.7418474723151665,94.2,50.0,100.0,446025.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4174,94.65552758548354,3.905835392717846,94.4,50.0,100.0,451222.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4175,95.64379150066401,3.965638727875731,96.2,50.0,100.0,576158.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4176,95.46890911896313,3.919157702470255,95.4,50.0,100.0,618734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4181,54.59349429115128,6.627420269873809,53.8,38.6,67.5,459022.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4182,39.36619203629032,12.469901453450591,45.0,25.0,66.0,312410.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4183,54.96648338513029,6.4277277969235955,54.3,30.0,67.5,459849.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4184,55.07793767840152,6.2913426012151525,54.45,41.8,67.5,463095.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4185,85.36924902123621,6.454679995743375,85.3,70.1,98.3,719577.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4195,216.27189265536722,28.779921522512545,225.0,80.0,225.0,1531205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4196,215.32623335943617,35.094933585843684,230.0,80.0,230.0,1374858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4197,249.03136799302933,50.90379840457483,280.0,30.0,280.0,1714830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2842883211678833,0.09557254789446588,0.28,0.28,3.18,2492.6400000000003,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4198,243.7285812200137,51.110237686215875,280.0,30.0,280.0,1422400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4202,95.71205781666033,3.8581539204727977,96.5,80.0,100.0,754881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4203,95.20570502041797,4.2708281930836804,95.8,50.0,100.0,792682.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4204,94.5812979646313,4.703063986698321,94.2,50.0,100.0,566920.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4205,94.94383430822491,5.075477638798301,95.6,50.0,100.0,795344.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4220,589.02729743083,30.343117044541273,596.0,119.0,599.0,4768765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,200.0,200.0,1753600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4221,598.1163321167883,7.770441321163198,600.0,360.0,604.0,5244284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,200.0,200.0,1753600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4222,15.0,0.0,15.0,15.0,15.0,131520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,200.0,200.0,1753600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4229,105.85455915599096,22.595734389465026,116.0,10.0,140.0,842814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4230,108.65220561429092,24.01101324360254,115.0,10.0,140.0,894099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4236,219.84283759124088,3.283450317993263,220.0,154.0,244.0,1927582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4240,8.702205882352942,8.071555969944898,6.0,0.1,30.0,67459.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,876.8000000000001,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4259,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4260,300.31112168808505,59.426075156453145,325.0,10.0,325.0,1892861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4261,17.0,0.0,17.0,17.0,17.0,147815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4262,37.45059297912714,16.877508272792344,22.0,16.0,78.3,315783.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4267,10.819129957458488,0.9738280669736157,11.0,2.0,13.0,78839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A4268,81.05417427007299,5.116809024980433,81.0,70.0,94.0,710683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4368,159.30717381386862,11.21989170957437,161.0,78.0,177.0,1396805.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4373,149.5984260948905,4.273033828523275,150.0,100.0,150.0,1311679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4374,147.01676551094891,14.914594839009279,150.0,100.0,176.0,1289043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4377,15.53009708737864,1.2297114722289098,16.0,14.0,18.0,127968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,200.0,200.0,1753600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285722483645128,0.07009098013992943,0.17,0.01,0.17,1120.25
A4386,35.916081204379566,9.922151713307874,31.0,14.0,62.0,314912.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A4387,40.752805656934314,11.480150200879239,51.2,14.0,54.6,357320.60000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A4390,51.02554744525548,1.2634980065403343,51.4,28.0,69.0,447392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A4430,2.591195255474452,0.9570710395577717,2.3,1.3,5.1,22719.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4431,165.7871806569343,9.136974466200865,167.0,86.0,183.0,1453622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4432,167.10139142335765,10.016496391312955,168.0,86.0,186.0,1465145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4433,3.408073394495413,1.4074243048477983,2.9,1.0,7.6,29718.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4434,3.8837705291970805,2.2409698784072196,3.0,1.0,10.1,34052.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4437,1.9524885192999877,1.5011751688049118,1.6,0.1,5.1,15731.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4438,27.645021071643587,30.05368497883411,16.3,0.1,110.9,229591.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4440,8.877176938369782,7.6123996237314815,6.5,0.1,24.3,66978.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4441,44.12380281690141,34.906577635179545,35.5,0.1,126.2,375934.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4442,3.7831678060105767,2.5593122372616532,3.5,0.1,8.3,29330.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4443,21.938494300388324,2.8186834310234055,22.0,16.0,26.0,175135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4444,271.32618613138686,8.86534829133674,270.0,255.0,284.0,2378988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,21920.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4446,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4488,342.3472506082725,34.25565168566788,361.6,130.0,365.0,1407047.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A4489,344.21364049712037,46.800759539176305,361.6,130.0,382.0,1135560.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A4490,339.93801399825026,38.412775762187245,361.6,130.0,365.0,1554196.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A4491,320.07733955659273,66.02370833987153,361.6,130.0,365.0,1371531.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A4492,282.22360566777206,84.73138700511578,328.4,130.0,365.0,936135.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A4493,343.79418562658,35.9615419399016,361.6,130.0,365.0,951966.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A4500,488.6325669976874,50.528890588892864,501.0,243.0,539.0,3591938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.75,0.75,6576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9,7841.7
A4557,48.41528833781729,34.0344013317008,44.4,0.1,105.2,413902.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4558,256.16936587591243,7.77940626396452,256.0,30.0,280.0,2246093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4562,25.819636884854276,6.702669147912847,29.0,8.0,30.0,216162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A4565,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.08,0.0,18.08,18.08,18.08,158525.43999999997,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4570,247.17985857664235,10.112819519277608,248.0,200.0,284.0,2167273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,1.5,13152.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
