HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,ThirtyMin_Turbine_MW,ThirtyMin_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,Total_30Min_MW,EnergyPrice_LMP_USDperMWh,p_Reg_MISO,deploy_factor_Reg_MISO,loc_Reg_MISO,p_Spin_MISO,deploy_factor_Spin_MISO,loc_Spin_MISO,p_Sup_MISO,deploy_factor_Sup_MISO,loc_Sup_MISO,p_STR_MISO,deploy_factor_STR_MISO,loc_STR_MISO,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
4203,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.29,7.8153,0.6857,0.3306,10.5597,0.8849,0.0277,8.8882,0.9145,-0.1343,13.028,0.8883,0.1903,0.0,0.0,13790.2,0.0,0.4143,13790.6143,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13030.6143
4204,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3713,8.0002,0.6692,-0.2276,10.642,0.904,-0.8721,16.8351,0.8953,0.1829,4.9556,0.9291,-0.0936,0.0,0.0,13441.094,0.0,-1.0104,13440.0836,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12680.0836
4205,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4333,10.7324,0.6859,-0.1466,10.716,0.8682,0.3752,9.662,0.9164,-0.3221,7.4938,0.9417,-0.3709,0.0,0.0,15364.654,0.0,-0.4644,15364.1896,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14604.1896
4206,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0912,16.234,0.7289,-0.0528,3.0,0.9026,0.3961,11.2549,0.9224,-0.4207,9.972,0.8856,-0.4215,0.0,0.0,14094.656,0.0,-0.4989,14094.1571,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13334.1571
4207,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6934,8.1318,0.7118,0.2305,11.5369,0.8646,0.3859,17.7943,0.9311,0.5253,11.1619,0.8724,-0.4122,0.0,0.0,16603.492,0.0,0.7295,16604.2215,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15844.2215
4208,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5405,11.5898,0.7362,-0.1608,5.0479,0.924,-0.2121,13.4229,0.8889,-0.1822,6.4354,0.8816,0.015,0.0,0.0,10845.39,0.0,-0.5401,10844.8499,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10084.8499
4209,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6017,14.9378,0.7843,-0.5556,3.0,0.9246,-0.0048,18.6349,0.8801,-0.059,6.9922,0.9027,-0.1601,0.0,0.0,15428.646,0.0,-0.7795,15427.8665,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14667.8665
4210,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6689,9.1075,0.8247,0.2024,13.3503,0.9028,0.3187,17.0822,0.8797,-0.7155,6.614,0.9288,-0.3145,0.0,0.0,15834.182,0.0,-0.5089,15833.6731,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15073.6731
4211,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6069,10.6116,0.8383,-0.1933,5.6795,0.9177,-0.3588,15.9072,0.8939,-0.1648,12.5981,0.9162,0.1603,0.0,0.0,18470.622,0.0,-0.5566,18470.0654,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17710.0654
4212,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7879,11.7423,0.8488,-0.0833,14.4515,0.9265,0.0555,13.4886,0.9058,0.0513,19.8395,0.9213,0.0609,0.0,0.0,18919.402,0.0,0.0844,18919.4864,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18159.4864
4213,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8804,10.747,0.8485,-0.0969,11.9673,0.9316,-0.1162,14.7835,0.863,-0.3561,23.189,0.9103,-0.3441,0.0,0.0,22374.552,0.0,-0.9133,22373.6387,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,21613.6387
4214,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.6669,6.2261,0.7713,-0.5201,7.0009,0.9223,-0.5359,13.7649,0.9166,0.0302,9.6021,0.9329,-0.4719,0.0,0.0,18113.422,0.0,-1.4977,18111.9243,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17351.9243
4215,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7815,15.2588,0.7691,-0.2944,19.5137,0.9081,0.1337,10.9978,0.8929,-0.048,22.2972,0.8973,0.0717,0.0,0.0,22336.97,0.0,-0.137,22336.833,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,21576.833
4216,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.346,12.6299,0.7682,0.2142,19.4915,0.9451,0.0499,14.4288,0.8636,0.2493,14.2117,0.8632,-0.1724,0.0,0.0,23691.48,0.0,0.341,23691.821,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22931.821
4217,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.1796,11.5072,0.7723,-0.0091,20.5438,0.9248,0.0225,19.8648,0.8836,0.2238,17.6489,0.9062,0.2862,0.0,0.0,26288.248,0.0,0.5234,26288.7714,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,25528.7714
4218,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.148,11.6057,0.7272,0.2391,12.9201,0.9055,-0.2807,7.6525,0.908,0.3087,24.1437,0.8721,0.3208,0.0,0.0,21716.24,0.0,0.5879,21716.8279,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20956.8279
4219,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.1814,11.2286,0.7405,0.4044,10.4952,0.9161,0.2895,7.0693,0.8809,0.2091,15.564,0.8682,-0.0884,0.0,0.0,22868.932,0.0,0.8146,22869.7466,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22109.7466
4220,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9519,12.2764,0.7656,-0.4082,10.6116,0.9202,0.0987,3.0988,0.8598,-0.2333,9.4551,0.8707,0.1504,0.0,0.0,18221.722,0.0,-0.3924,18221.3296,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17461.3296
4221,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9416,8.0462,0.7605,-0.0828,11.782,0.8831,0.1113,5.9963,0.8783,0.0858,12.7514,0.8724,0.5254,0.0,0.0,16317.808,0.0,0.6397,16318.4477,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15558.4477
4222,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.7146,10.7277,0.7116,-0.0276,8.2318,0.9333,0.2381,13.7457,0.9141,-0.0943,14.6852,0.8828,-0.4285,0.0,0.0,21551.548,0.0,-0.3123,21551.2357,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20791.2357
4223,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.876,11.3488,0.6893,0.3783,15.9449,0.8857,0.1466,13.1866,0.9355,0.2584,8.4683,0.8777,-0.2525,0.0,0.0,18952.88,0.0,0.5308,18953.4108,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18193.4108
4224,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2094,6.402,0.7052,-0.2701,22.1817,0.8509,-0.16,9.8948,0.9201,-0.0434,15.2995,0.8473,0.256,0.0,0.0,20219.572,0.0,-0.2175,20219.3545,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19459.3545
4225,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0392,9.1891,0.709,0.0821,9.8565,0.9158,0.1268,7.263,0.9205,0.0464,12.4148,0.8873,0.0986,0.0,0.0,14454.896,0.0,0.3539,14455.2499,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13695.2499
4226,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.4358,8.8248,0.6593,0.3212,12.9547,0.9094,0.0216,7.6833,0.8739,0.038,18.2057,0.911,0.2696,0.0,0.0,17265.604,0.0,0.6504,17266.2544,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16506.2544
4227,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5924,12.5804,0.6795,0.2226,23.4878,0.9131,0.0172,15.234,0.8803,0.2223,16.6686,0.9072,-0.2213,0.0,0.0,19225.112,0.0,0.2408,19225.3528,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18465.3528
4228,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.349,10.8524,0.6474,0.1278,15.7664,0.893,0.1505,10.935,0.908,-0.4133,14.223,0.9092,-0.3338,0.0,0.0,16092.62,0.0,-0.4688,16092.1512,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15332.1512
4229,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2939,13.3005,0.6253,-0.1792,13.5731,0.8866,-0.2531,13.0195,0.8344,0.0221,5.7447,0.9369,-0.145,0.0,0.0,15691.682,0.0,-0.5552,15691.1268,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14931.1268
4230,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2956,4.9922,0.6045,0.2719,9.2552,0.9219,-0.6339,10.419,0.8736,0.12,8.4064,0.9394,-0.2175,0.0,0.0,15312.328,0.0,-0.4595,15311.8685,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14551.8685
4231,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3986,7.7976,0.5764,-0.4016,15.4435,0.9329,-0.0847,8.5841,0.8461,-0.0574,9.5952,0.9291,0.1005,0.0,0.0,12691.468,0.0,-0.4432,12691.0248,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11931.0248
4232,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6212,11.451,0.5326,0.1254,14.2499,0.9386,-0.41,14.5754,0.8286,-0.2345,15.2784,0.981,0.1227,0.0,0.0,18856.056,0.0,-0.3964,18855.6596,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18095.6596
4233,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8613,13.4161,0.5245,-0.433,13.6411,0.8936,-0.0963,13.7171,0.8619,0.1003,16.8204,0.9466,0.1498,0.0,0.0,15907.294,0.0,-0.2792,15907.0148,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15147.0148
4234,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8509,8.2193,0.5685,0.4467,3.0,0.8898,-0.4215,20.0852,0.8571,0.3322,12.6243,0.8966,-0.2352,0.0,0.0,18943.342,0.0,0.1222,18943.4642,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18183.4642
4235,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1027,8.2014,0.6049,-0.287,17.4784,0.9125,0.0182,15.4861,0.9068,0.1048,16.7623,0.9043,0.0879,0.0,0.0,15999.026,0.0,-0.0761,15998.9499,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15238.9499
4236,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6098,13.9475,0.6151,-0.1153,14.0494,0.8532,-0.0276,21.2826,0.8484,0.0297,14.258,0.8779,-0.0744,0.0,0.0,17711.724,0.0,-0.1876,17711.5364,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16951.5364
4237,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0955,17.9698,0.6231,0.4166,13.0412,0.8412,-0.0198,12.2151,0.8709,-0.3366,18.5875,0.8913,-0.018,0.0,0.0,23596.29,0.0,0.0422,23596.3322,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22836.3322
4238,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2557,15.7904,0.6419,0.1122,19.5341,0.88,0.1419,9.692,0.937,0.4969,8.8045,0.9069,0.1883,0.0,0.0,20997.166,0.0,0.9393,20998.1053,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20238.1053
4239,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.8489,16.8743,0.6332,-0.1816,19.2366,0.8541,0.2807,14.5131,0.9557,0.1706,19.824,0.926,-0.221,0.0,0.0,25022.582,0.0,0.0487,25022.6307,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,24262.6307
4240,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1915,12.9969,0.6236,0.03,20.7536,0.8493,-0.1479,19.474,0.9194,0.1835,19.0109,0.9313,0.0214,0.0,0.0,22492.77,0.0,0.087,22492.857,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,21732.857
4241,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7149,11.4025,0.6494,0.073,10.5011,0.8934,0.0543,10.9185,0.881,0.0351,17.3491,0.9326,0.1437,0.0,0.0,19271.662,0.0,0.3061,19271.9681,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18511.9681
4242,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0451,17.1589,0.698,0.1057,13.9856,0.9094,0.057,22.9156,0.8894,0.1374,13.9338,0.9456,0.0674,0.0,0.0,24337.138,0.0,0.3675,24337.5055,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,23577.5055
4243,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6374,10.7488,0.6699,-0.0526,12.8832,0.928,-0.3674,8.8969,0.8709,0.4057,13.5339,0.9564,-0.0839,0.0,0.0,21142.212,0.0,-0.0982,21142.1138,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20382.1138
4244,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.4922,9.5234,0.6795,-0.0805,11.6572,0.9334,0.2236,10.2795,0.8601,-0.1411,16.3055,0.9881,-0.1516,0.0,0.0,22987.036,0.0,-0.1496,22986.8864,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22226.8864
4245,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0547,12.2139,0.652,0.1719,13.5806,0.9378,-0.2291,15.3502,0.8465,0.4311,11.0281,0.9912,0.2267,0.0,0.0,20920.786,0.0,0.6006,20921.3866,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20161.3866
4246,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8023,9.5785,0.6773,-0.0633,16.6583,0.9292,-0.1887,22.5079,0.8603,0.3016,12.1169,0.9998,-0.3389,0.0,0.0,17024.874,0.0,-0.2893,17024.5847,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16264.5847
4247,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7522,9.1542,0.7659,-0.2685,10.2901,0.8843,-0.08,16.956,0.8987,0.1873,20.6189,0.9448,-0.2945,0.0,0.0,19285.836,0.0,-0.4557,19285.3803,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18525.3803
4248,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3247,13.959,0.7709,-0.0789,17.3103,0.8778,-0.2631,18.8233,0.9086,-0.1337,17.2366,0.9692,-0.0642,0.0,0.0,22163.386,0.0,-0.5399,22162.8461,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,21402.8461
4249,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3978,10.1146,0.7681,-0.005,3.1276,0.8773,-0.212,9.1471,0.8728,0.2915,12.8421,0.9821,-0.1298,0.0,0.0,18011.164,0.0,-0.0553,18011.1087,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17251.1087
4250,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5752,10.7189,0.7675,0.0864,14.5434,0.8397,0.1194,10.696,0.9055,-0.2431,21.153,0.9685,-0.4718,0.0,0.0,16178.576,0.0,-0.5091,16178.0669,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15418.0669
4251,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6513,12.018,0.7575,0.049,15.4068,0.841,-0.2977,15.1227,0.8543,0.1899,9.9367,1.0,0.0399,0.0,0.0,17727.494,0.0,-0.0189,17727.4751,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16967.4751
